WM;NUMMER;MWST;RES_ZEIT;WARENGR;INTERNET;SAISON_KZ;BANAME1;BANAME2;BANAME3;DKZ1;DKZ2;DKZ3;SYS_ANLAGE;DKZ4;PREIS_GRP;BIS_MENGE;VKVALIDD1;VKPREIS1;VKVALIDD2;VKPREIS2;STKPREIS;GP_MENGE;GP_EINHEIT;PACK_MENGE;RABATT;VKPREIS3;VKVALIDD3;VKBISDT1;VKBISDT2;VKBISDT3;STAFRABATT;FAKTOR;ISZUSATZ00;ISZUSATZ01;ISZUSATZ02;ISZUSATZ03;ISZUSATZ04;ISZUSATZ05;ISZUSATZ06;ISZUSATZ07;ISZUSATZ08;ISZUSATZ09;ISZUSATZ10;ISZUSATZ11;ISZUSATZ12;ISZUSATZ13;ISZUSATZ14;ISZUSATZ15;ISZUSATZ16;ISZUSATZ17;ISZUSATZ18;ISZUSATZ19;ISZUSATZ20;ISZUSATZ21;ISZUSATZ22;ISZUSATZ23;ISZUSATZ24;ISZUSATZ25;ISZUSATZ26;ISZUSATZ27;ISZUSATZ28;ISZUSATZ29;ISZUSATZ30;ISZUSATZ31;ISZUSATZ32;ISZUSATZ33;ISZUSATZ34;ISZUSATZ35;ISZUSATZ36;ISZUSATZ37;ISZUSATZ38;ISZUSATZ39;ISZUSATZ40;ISZUSATZ41;ISZUSATZ42;ISZUSATZ43;ISZUSATZ44;ISZUSATZ45;ISZUSATZ46;ISZUSATZ47;ISZUSATZ48;ISZUSATZ49;ISZUSATZ50;KAT_1;KAT_2;KAT_3;KAT_4;KAT_5;BF_BLAU;BF_LILA;BF_ROSA;BF_WEISS;BF_GELB;BF_ORANGE;BF_ROT;BF_MEHRF;BF_GRUEN;BF_PINK;BF_SCHWARZ;FF_BLAU;FF_ORANGE;FF_WEISS;FF_GELB;FF_ROT;FF_GRUEN;FF_SCHWARZ;ISZUSATZ51;ISZUSATZ52;ISZUSATZ53;ISZUSATZ54;ISZUSATZ55;ISZUSATZ56;LAUB_IG;LAUB_LA;LAUB_WG;BESTELLT;GELIEFERT;OFFEN;LIETERMIN;GEWICHT;VERF_BEST;MARKE
;51014;1B;7;015;Wahr;EX;Beetrose 'Lions-Rose?';;;1;0;0;01.11.2012;0;;9999999;01.10.2012;8,55;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Lions-Rose?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;romantisch;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;leichtgl?nzend, gr?n;;Juni;Beim Aufbl?hen aprikotrosa, sp?ter cremewei?;;humoser Gartenboden;;;;;;sonnig;;ca. 30-40 cm;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Einzel- und Gruppenpflanzungen, Rosen- und Blumenbeete;;aufrecht, buschig;50 cm;30 cm;;;;;;;;;Garten Schl?ter;55096;15.10.2018;;;;Rosen/Beetrosen;;;;;Falsch;Falsch;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;70 cm;50 cm;Falsch;Wahr;Falsch;40;0;40;15.10.2018;180;0;GS
;51014;1B;7;015;Wahr;EX;Beetrose 'Lions-Rose?';;;1;0;0;01.11.2012;0;;9999999;01.10.2012;8,55;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Lions-Rose?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;romantisch;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;leichtgl?nzend, gr?n;;Juni;Beim Aufbl?hen aprikotrosa, sp?ter cremewei?;;humoser Gartenboden;;;;;;sonnig;;ca. 30-40 cm;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Einzel- und Gruppenpflanzungen, Rosen- und Blumenbeete;;aufrecht, buschig;50 cm;30 cm;;;;;;;;;Garten Schl?ter;55096;15.10.2018;;;;Rosen/Beetrosen;;;;;Falsch;Falsch;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;70 cm;50 cm;Falsch;Wahr;Falsch;40;0;40;15.10.2018;180;0;GS
;62179;1B;7;032;Wahr;EX;Wild-Rhododendron 'Graziella';;;1;0;0;01.11.2012;0;;9999999;01.10.2012;24,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;;Rhododendron ponticum 'Graziella';30-40 cm;Im Container;Januar;;;Winterhart bis -22 ?C;;;;;;;;;?usserst schmale Bl?tter;;Mai;Im Aufbl?hen pupurrosa, offene Bl?ten hellrosa mit dunkelrot;;locker, humushaltig und wasserdurchl?ssig, pH-Wert 4,5-6,5;;;;;;sonnig;;;mehrj?hrig, winterhart;;;Steing?rten, kleine G?rten;;;70 cm;;;;;;;;;;Garten Schl?ter;HAUPT;;;;;Laubgeh?lze/Rhododendron & Azaleen/Zwerg- & Wildrhododendron;Laubgeh?lze/Grabbepflanzung;Laubgeh?lze/Immergr?ne Laubgeh?lze;;;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;Juni;;halbschattig;90 cm;;Wahr;Falsch;Falsch;;;;;2000;1;GS
;62884;1B;7;006;Wahr;EX;Edelflieder 'Charles Joly' -;Ein Klassiker;;1;1;0;01.11.2012;0;;9999999;01.10.2012;12,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Syringa Vulgaris Hybriden 'Charles Joly';40 - 60 cm;Im 3 Liter Container;Januar;;;Bl?te purpurrot, gef?llt, stark duftend;;;;;;;;;eif?rmig, gr?n;;Mai;purpurrot-dunkelviolett;sehr starker Duft;normaler Gartenboden;;;;;;sonnig;Schnitt f?rdert sch?nen Wuchs, nach dem Schnitt im Folgejahr oft keine Bl?te;;mehrj?hrig, winterhart;;;Einzelstellung, in allen gr??eren G?rten, Schnitt;;aufrecht, kr?ftig, dicht verzweigt, buschig;250 cm;150 cm;20-50 cm/Jahr;;;;;;;Tiefwurzler;Garten Schl?ter;HAUPT;;;;;Laubgeh?lze/Edelflieder;;;;;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;Juni;;halbschattig;300 cm;180 cm;Falsch;Wahr;Falsch;90;0;0;01.12.2018;1700;0;GS
;62884;1B;7;006;Wahr;EX;Edelflieder 'Charles Joly' -;Ein Klassiker;;1;1;0;01.11.2012;0;;9999999;01.10.2012;12,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Syringa Vulgaris Hybriden 'Charles Joly';40 - 60 cm;Im 3 Liter Container;Januar;;;Bl?te purpurrot, gef?llt, stark duftend;;;;;;;;;eif?rmig, gr?n;;Mai;purpurrot-dunkelviolett;sehr starker Duft;normaler Gartenboden;;;;;;sonnig;Schnitt f?rdert sch?nen Wuchs, nach dem Schnitt im Folgejahr oft keine Bl?te;;mehrj?hrig, winterhart;;;Einzelstellung, in allen gr??eren G?rten, Schnitt;;aufrecht, kr?ftig, dicht verzweigt, buschig;250 cm;150 cm;20-50 cm/Jahr;;;;;;;Tiefwurzler;Garten Schl?ter;HAUPT;;;;;Laubgeh?lze/Edelflieder;;;;;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;Juni;;halbschattig;300 cm;180 cm;Falsch;Wahr;Falsch;3;0;3;23.10.2018;1700;0;GS
;62884;1B;7;006;Wahr;EX;Edelflieder 'Charles Joly' -;Ein Klassiker;;1;1;0;01.11.2012;0;;9999999;01.10.2012;12,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Syringa Vulgaris Hybriden 'Charles Joly';40 - 60 cm;Im 3 Liter Container;Januar;;;Bl?te purpurrot, gef?llt, stark duftend;;;;;;;;;eif?rmig, gr?n;;Mai;purpurrot-dunkelviolett;sehr starker Duft;normaler Gartenboden;;;;;;sonnig;Schnitt f?rdert sch?nen Wuchs, nach dem Schnitt im Folgejahr oft keine Bl?te;;mehrj?hrig, winterhart;;;Einzelstellung, in allen gr??eren G?rten, Schnitt;;aufrecht, kr?ftig, dicht verzweigt, buschig;250 cm;150 cm;20-50 cm/Jahr;;;;;;;Tiefwurzler;Garten Schl?ter;HAUPT;;;;;Laubgeh?lze/Edelflieder;;;;;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;Juni;;halbschattig;300 cm;180 cm;Falsch;Wahr;Falsch;90;0;0;01.12.2018;1700;0;GS
;62884;1B;7;006;Wahr;EX;Edelflieder 'Charles Joly' -;Ein Klassiker;;1;1;0;01.11.2012;0;;9999999;01.10.2012;12,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Syringa Vulgaris Hybriden 'Charles Joly';40 - 60 cm;Im 3 Liter Container;Januar;;;Bl?te purpurrot, gef?llt, stark duftend;;;;;;;;;eif?rmig, gr?n;;Mai;purpurrot-dunkelviolett;sehr starker Duft;normaler Gartenboden;;;;;;sonnig;Schnitt f?rdert sch?nen Wuchs, nach dem Schnitt im Folgejahr oft keine Bl?te;;mehrj?hrig, winterhart;;;Einzelstellung, in allen gr??eren G?rten, Schnitt;;aufrecht, kr?ftig, dicht verzweigt, buschig;250 cm;150 cm;20-50 cm/Jahr;;;;;;;Tiefwurzler;Garten Schl?ter;HAUPT;;;;;Laubgeh?lze/Edelflieder;;;;;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;Juni;;halbschattig;300 cm;180 cm;Falsch;Wahr;Falsch;3;0;3;23.10.2018;1700;0;GS
;51069;1B;7;015;Wahr;EX;Edelrose 'Mainzer Fastnacht?';;;1;0;0;01.11.2012;0;;2;01.10.2012;6,7;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Mainzer Fastnacht?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;ungew?hnliche Bl?tenfarbe;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend, gesund;;Juni;fliederfarbend mit silbrigem Einschlag, 5-10 cm gro?, h?bsch gef;starker Duft;humoser Gartenboden;;;;;;sonnig;;;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Rosen- und Blumenbeete, Vasenschnitt, fast jeder Garten;;aufrecht, kr?ftig, gesund, robust;80 cm;;;;;;;;;;Garten Schl?ter;55069;15.10.2018;;;;Rosen/Edelrosen;Rosen/Duftrosen;;;;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;90 cm;;Falsch;Wahr;Falsch;;;;;160;21;GS
;51069;1B;7;015;Wahr;EX;Edelrose 'Mainzer Fastnacht?';;;1;0;0;01.11.2012;0;;2;01.10.2012;6,7;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Mainzer Fastnacht?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;ungew?hnliche Bl?tenfarbe;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend, gesund;;Juni;fliederfarbend mit silbrigem Einschlag, 5-10 cm gro?, h?bsch gef;starker Duft;humoser Gartenboden;;;;;;sonnig;;;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Rosen- und Blumenbeete, Vasenschnitt, fast jeder Garten;;aufrecht, kr?ftig, gesund, robust;80 cm;;;;;;;;;;Garten Schl?ter;55069;15.10.2018;;;;Rosen/Edelrosen;Rosen/Duftrosen;;;;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;90 cm;;Falsch;Wahr;Falsch;;;;;160;21;GS
;51069;1B;7;015;Wahr;EX;Edelrose 'Mainzer Fastnacht?';;;1;0;0;01.11.2012;0;;2;01.10.2012;6,7;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Mainzer Fastnacht?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;ungew?hnliche Bl?tenfarbe;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend, gesund;;Juni;fliederfarbend mit silbrigem Einschlag, 5-10 cm gro?, h?bsch gef;starker Duft;humoser Gartenboden;;;;;;sonnig;;;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Rosen- und Blumenbeete, Vasenschnitt, fast jeder Garten;;aufrecht, kr?ftig, gesund, robust;80 cm;;;;;;;;;;Garten Schl?ter;55069;15.10.2018;;;;Rosen/Edelrosen;Rosen/Duftrosen;;;;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;90 cm;;Falsch;Wahr;Falsch;;;;;160;21;GS
;51069;1B;7;015;Wahr;EX;Edelrose 'Mainzer Fastnacht?';;;1;0;0;01.11.2012;0;;2;01.10.2012;6,7;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Mainzer Fastnacht?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;ungew?hnliche Bl?tenfarbe;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend, gesund;;Juni;fliederfarbend mit silbrigem Einschlag, 5-10 cm gro?, h?bsch gef;starker Duft;humoser Gartenboden;;;;;;sonnig;;;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Rosen- und Blumenbeete, Vasenschnitt, fast jeder Garten;;aufrecht, kr?ftig, gesund, robust;80 cm;;;;;;;;;;Garten Schl?ter;55069;15.10.2018;;;;Rosen/Edelrosen;Rosen/Duftrosen;;;;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;90 cm;;Falsch;Wahr;Falsch;;;;;160;21;GS
;51069;1B;7;015;Wahr;EX;Edelrose 'Mainzer Fastnacht?';;;1;0;0;01.11.2012;0;;9999999;01.10.2012;6,5;;0;Falsch;100;1;0;Wahr;;;;;;0;1;Rosa 'Mainzer Fastnacht?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;ungew?hnliche Bl?tenfarbe;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend, gesund;;Juni;fliederfarbend mit silbrigem Einschlag, 5-10 cm gro?, h?bsch gef;starker Duft;humoser Gartenboden;;;;;;sonnig;;;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Rosen- und Blumenbeete, Vasenschnitt, fast jeder Garten;;aufrecht, kr?ftig, gesund, robust;80 cm;;;;;;;;;;Garten Schl?ter;55069;15.10.2018;;;;Rosen/Edelrosen;Rosen/Duftrosen;;;;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;90 cm;;Falsch;Wahr;Falsch;;;;;160;21;GS
;51069;1B;7;015;Wahr;EX;Edelrose 'Mainzer Fastnacht?';;;1;0;0;01.11.2012;0;;9999999;01.10.2012;6,5;;0;Falsch;100;1;0;Wahr;;;;;;0;1;Rosa 'Mainzer Fastnacht?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;ungew?hnliche Bl?tenfarbe;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend, gesund;;Juni;fliederfarbend mit silbrigem Einschlag, 5-10 cm gro?, h?bsch gef;starker Duft;humoser Gartenboden;;;;;;sonnig;;;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Rosen- und Blumenbeete, Vasenschnitt, fast jeder Garten;;aufrecht, kr?ftig, gesund, robust;80 cm;;;;;;;;;;Garten Schl?ter;55069;15.10.2018;;;;Rosen/Edelrosen;Rosen/Duftrosen;;;;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;90 cm;;Falsch;Wahr;Falsch;;;;;160;21;GS
;51069;1B;7;015;Wahr;EX;Edelrose 'Mainzer Fastnacht?';;;1;0;0;01.11.2012;0;;9999999;01.10.2012;6,5;;0;Falsch;100;1;0;Wahr;;;;;;0;1;Rosa 'Mainzer Fastnacht?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;ungew?hnliche Bl?tenfarbe;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend, gesund;;Juni;fliederfarbend mit silbrigem Einschlag, 5-10 cm gro?, h?bsch gef;starker Duft;humoser Gartenboden;;;;;;sonnig;;;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Rosen- und Blumenbeete, Vasenschnitt, fast jeder Garten;;aufrecht, kr?ftig, gesund, robust;80 cm;;;;;;;;;;Garten Schl?ter;55069;15.10.2018;;;;Rosen/Edelrosen;Rosen/Duftrosen;;;;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;90 cm;;Falsch;Wahr;Falsch;;;;;160;21;GS
;51069;1B;7;015;Wahr;EX;Edelrose 'Mainzer Fastnacht?';;;1;0;0;01.11.2012;0;;9999999;01.10.2012;6,5;;0;Falsch;100;1;0;Wahr;;;;;;0;1;Rosa 'Mainzer Fastnacht?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;ungew?hnliche Bl?tenfarbe;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend, gesund;;Juni;fliederfarbend mit silbrigem Einschlag, 5-10 cm gro?, h?bsch gef;starker Duft;humoser Gartenboden;;;;;;sonnig;;;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Rosen- und Blumenbeete, Vasenschnitt, fast jeder Garten;;aufrecht, kr?ftig, gesund, robust;80 cm;;;;;;;;;;Garten Schl?ter;55069;15.10.2018;;;;Rosen/Edelrosen;Rosen/Duftrosen;;;;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;90 cm;;Falsch;Wahr;Falsch;;;;;160;21;GS
;18337;1A;7;003;Wahr;EX;Schl?ter?s Rhododendron Fit -;1 kg;;1;1;0;01.11.2012;0;;9999999;01.10.2012;10,95;;0;Falsch;100;1;1000;Wahr;0;;;;;0;;Rhododendron Fit;1 Kg;Plastiksack;Januar;1 Kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Algin-A auf Blaualgenbasis;;;;;;Garten Schl?ter;HAUPT;;;;;Zubeh?r/D?ngemittel/Bodenverbesserung;Zubeh?r/D?ngemittel/Garten Schl?ter?s D?ngemittel;Zubeh?r/D?ngemittel/Speziald?nger;;;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;;;;;;Falsch;Falsch;Falsch;;;;;1200;84;GS
;18860;1A;7;003;Wahr;EX;Steinmehl (Granuliert) 5 KG.;;;1;0;0;01.11.2012;0;;9999999;01.10.2012;6,95;;0;Falsch;100;1;0;Wahr;;;;;;0;;;;;Januar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cuxin;HAUPT;;;;;Zubeh?r/D?ngemittel/Bodenverbesserung;;;;;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;;;;;;Falsch;Falsch;Falsch;;;;;5100;0;GS
;62022;1B;7;032;Wahr;EX;Rhododendron Hybride;Ernest Inman;;1;1;0;01.11.2012;0;;9999999;01.10.2012;19,5;;0;Falsch;100;1;0;Wahr;;;;;;0;1;;20-25cm.;;Januar;;;;;;;;;;;;;;;Hell rosalila;;Beschaffenheit locker, humushaltig und wasserdurchl?ssig.;;;;;;sonnig;;;;;;;;Breitkompakt.;80 cm;100 cm;;;;;;;;;Garten Schl?ter;HAUPT;;;;;Laubgeh?lze/Rhododendron & Azaleen/Gro?blumige Rhododendron;Laubgeh?lze/Immergr?ne Laubgeh?lze;;;;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;;;halbschattig;100 cm;130 cm;Wahr;Falsch;Falsch;;;;;2000;0;GS
;62022;1B;7;032;Wahr;EX;Rhododendron Hybride;Ernest Inman;;1;1;0;01.11.2012;0;;9999999;01.10.2012;19,5;;0;Falsch;100;1;0;Wahr;;;;;;0;1;;20-25cm.;;Januar;;;;;;;;;;;;;;;Hell rosalila;;Beschaffenheit locker, humushaltig und wasserdurchl?ssig.;;;;;;sonnig;;;;;;;;Breitkompakt.;80 cm;100 cm;;;;;;;;;Garten Schl?ter;HAUPT;;;;;Laubgeh?lze/Rhododendron & Azaleen/Gro?blumige Rhododendron;Laubgeh?lze/Immergr?ne Laubgeh?lze;;;;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;;;halbschattig;100 cm;130 cm;Wahr;Falsch;Falsch;;;;;2000;0;GS
;18230;1A;7;003;Wahr;EX;ALGOFLASH? Rosend?nger - 1 ltr;;;1;0;0;01.11.2012;0;;9999999;01.10.2012;9,5;;0;Falsch;1;6;1;Wahr;;;;;;0;;;1000 ml;;Januar;1000 ml, ausreichend f?r ca. 300 L Gie?wasser;;f?r chloridempfindliche Pflanzen geeignet;;;;;;;;;;;;;;;;;;;;;;;;;;Rosend?ngung;;;;;;4 ml f?r 1 bis 1,2 L Wasser ins Gie?wasser;NPK D?nger-L?sung 5+5+7 mit Spurenn?hrstoffen;;;;;;Algoflash;HAUPT;;;;;Zubeh?r/D?ngemittel/Fl?ssigd?nger & Blumend?nger;;;;;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;;;;;;Falsch;Falsch;Falsch;;;;;1300;0;GS
;31141;1B;7;013;Wahr;EX;Ampelerdbeere mit H?ngeampel -;3+1 St?ck;;1;1;0;01.11.2012;0;;9999999;01.10.2012;11,95;;0;Falsch;100;1;0;Wahr;;;;;;0;1;Fragaria x ananassa;;Im Topfballen;April;;3 Pflanzen + 1 Ampel;Komplettset;;;;;;;;;;;;;;normaler Gartenboden;Juni;mittelgro?, aromatisch-s??, rot;;;;sonnig;;;mehrj?hrig, winterhart;Beerend?nger;;Ampel;;Ranken mit Rosettenbildung, nicht beschneiden;120 cm;;;;;;;;;;Garten Schl?ter;HAUPT;02.04.2018;;;;Obst & Gem?se/Erdbeeren;;;;;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Oktober;;Oktober;sonnig;150 cm;;Falsch;Wahr;Falsch;;;;;850;0;GS
;31141;1B;7;013;Wahr;EX;Ampelerdbeere mit H?ngeampel -;3+1 St?ck;;1;1;0;01.11.2012;0;;9999999;01.10.2012;11,95;;0;Falsch;100;1;0;Wahr;;;;;;0;1;Fragaria x ananassa;;Im Topfballen;April;;3 Pflanzen + 1 Ampel;Komplettset;;;;;;;;;;;;;;normaler Gartenboden;Juni;mittelgro?, aromatisch-s??, rot;;;;sonnig;;;mehrj?hrig, winterhart;Beerend?nger;;Ampel;;Ranken mit Rosettenbildung, nicht beschneiden;120 cm;;;;;;;;;;Garten Schl?ter;HAUPT;02.04.2018;;;;Obst & Gem?se/Erdbeeren;;;;;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Oktober;;Oktober;sonnig;150 cm;;Falsch;Wahr;Falsch;;;;;850;0;GS
;31141;1B;7;013;Wahr;EX;Ampelerdbeere mit H?ngeampel -;3+1 St?ck;;1;1;0;01.11.2012;0;;9999999;01.10.2012;11,95;;0;Falsch;100;1;0;Wahr;;;;;;0;1;Fragaria x ananassa;;Im Topfballen;April;;3 Pflanzen + 1 Ampel;Komplettset;;;;;;;;;;;;;;normaler Gartenboden;Juni;mittelgro?, aromatisch-s??, rot;;;;sonnig;;;mehrj?hrig, winterhart;Beerend?nger;;Ampel;;Ranken mit Rosettenbildung, nicht beschneiden;120 cm;;;;;;;;;;Garten Schl?ter;HAUPT;02.04.2018;;;;Obst & Gem?se/Erdbeeren;;;;;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Oktober;;Oktober;sonnig;150 cm;;Falsch;Wahr;Falsch;;;;;850;0;GS
